carat,cut,color,clarity,depth,table,x,y,z,price
0.52,Good,D,SI2,63.7,55.0,5.11,5.1,3.25,1293
0.51,Ideal,D,VS1,62.4,57.0,5.13,5.09,3.19,1873
0.52,Ideal,G,SI1,60.4,57.0,5.23,5.27,3.17,1354
1.6,Ideal,G,VVS1,60.8,56.0,7.58,7.54,4.6,16339
1.57,Ideal,I,SI1,61.9,55.0,7.38,7.44,4.59,11040
0.38,Ideal,G,SI1,61.8,54.0,4.69,4.67,2.9,969
1.07,Ideal,G,VVS1,60.9,56.0,6.6,6.67,4.04,8895
0.3,Ideal,E,VVS1,61.3,57.0,4.32,4.36,2.66,1071
0.81,Premium,H,SI2,60.0,59.0,6.03,5.97,3.62,2344
1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,7870
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,2630
1.38,Very Good,F,VS1,61.4,61.0,7.1,7.14,4.37,11286
0.92,Very Good,D,VS1,61.9,58.0,6.19,6.24,3.85,7544
0.3,Ideal,D,SI1,,56.0,4.37,4.35,2.66,709
0.6,Very Good,D,SI1,60.0,56.0,5.46,5.51,3.29,1841
0.6,Very Good,I,VVS2,63.7,57.4,5.36,5.41,3.42,1565
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,625
1.52,Premium,E,SI2,62.9,59.0,7.31,7.26,4.58,9576
0.8,Very Good,H,SI1,63.0,57.0,5.89,5.95,3.73,3005
0.56,Premium,E,VS2,59.9,58.0,5.37,5.34,3.21,2167
2.53,Fair,H,SI2,64.6,59.0,8.54,8.45,5.4,17103
0.41,Ideal,E,VS2,61.6,55.0,4.79,4.75,2.94,999
2.5,Fair,J,SI2,66.9,58.0,8.36,8.22,5.55,14652
0.3,Ideal,E,VS2,61.0,56.0,4.36,4.33,2.65,844
0.4,Very Good,D,VS1,59.4,60.0,4.77,4.83,2.85,952
1.07,Ideal,F,IF,62.0,57.0,6.52,6.57,4.06,11434
0.72,Very Good,J,VS2,63.2,60.0,5.77,5.7,3.63,1814
1.01,Very Good,E,VS1,60.9,55.0,6.48,6.58,3.98,7094
1.22,Ideal,G,VVS1,61.1,56.0,6.91,6.94,4.23,10888
0.34,Ideal,F,VVS2,62.0,54.2,4.47,4.49,2.78,846
0.41,Very Good,J,VVS2,63.1,60.0,4.67,4.71,2.96,754
0.55,Ideal,D,VS2,61.7,57.0,5.21,5.26,3.23,1848
0.9,Good,F,SI2,58.0,57.0,6.34,6.41,3.7,3770
0.5,Very Good,F,IF,59.7,60.0,5.18,5.24,3.11,2219
1.06,Very Good,H,SI1,62.2,58.0,6.45,6.53,4.04,4878
2.03,Very Good,I,VS2,59.9,59.0,8.32,8.24,4.96,16422
1.51,Very Good,I,VVS2,61.9,56.0,7.35,7.38,4.56,9416
0.51,Ideal,I,VS2,,58.0,5.15,5.2,3.13,1268
0.3,Very Good,G,VS1,61.7,60.0,4.24,4.28,2.63,605
0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,789
1.08,Ideal,F,SI1,62.7,57.0,6.52,6.49,4.08,5327
1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02,3669
0.56,Fair,H,VS2,52.7,70.0,5.71,5.57,2.97,1293
1.5,Good,G,SI1,59.7,65.0,7.46,7.34,4.42,9954
0.9,Very Good,I,VS2,62.4,58.0,6.12,6.16,3.83,3398
1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,3669
1.01,Premium,G,SI1,59.6,61.0,6.52,6.47,3.87,4672
0.3,Premium,E,SI1,61.3,60.0,4.27,4.31,2.63,526
0.77,Ideal,D,SI1,61.4,56.0,5.9,5.93,3.63,2996
0.32,Ideal,E,VVS2,60.9,55.0,4.41,4.43,2.69,837
0.47,Fair,E,SI1,67.9,56.0,4.84,4.65,3.24,829
1.01,Very Good,E,SI1,62.6,57.0,6.36,6.41,4.0,4912
0.34,Ideal,H,VVS2,61.4,56.0,4.48,4.51,2.76,852
0.73,Premium,E,SI1,62.7,58.0,5.76,5.7,3.59,2703
0.3,Very Good,F,VS2,63.4,59.0,4.25,4.23,2.69,725
0.25,Very Good,G,VVS1,61.8,56.0,4.03,4.06,2.5,525
0.56,Very Good,D,VS2,62.8,57.0,5.25,5.29,3.31,1963
1.01,Good,G,VS2,63.1,59.0,6.37,6.4,4.03,5999
0.33,Ideal,E,VS1,60.6,57.0,4.49,4.52,2.73,686
0.31,Very Good,G,VS2,63.1,56.0,4.37,4.31,2.74,698
1.13,Premium,D,SI2,62.0,58.0,6.64,6.68,4.13,5280
0.41,Ideal,G,SI2,61.7,56.0,4.79,4.81,2.96,648
0.94,Good,D,SI1,63.6,56.0,6.25,6.2,3.96,4790
1.0,Good,J,SI1,63.8,59.0,6.34,6.27,4.02,3780
1.01,Fair,F,VS2,65.1,59.0,6.17,6.21,4.03,5784
0.9,Very Good,F,SI2,60.3,57.0,6.27,6.34,3.8,3519
0.33,Ideal,D,VS2,62.1,56.0,4.44,4.48,2.77,781
0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,2847
1.5,Very Good,E,SI1,59.3,60.0,7.4,7.5,4.42,12247
0.5,Premium,D,VS2,61.1,58.0,5.12,5.09,3.12,1845
0.51,Good,E,VS2,63.8,57.0,5.07,5.05,3.23,1662
1.13,Ideal,G,IF,61.7,57.0,6.65,6.7,4.12,10228
0.7,Very Good,E,VVS2,59.2,61.0,5.79,5.84,3.44,3154
0.52,Very Good,H,VS1,59.6,57.0,5.25,5.34,3.15,1320
0.7,Very Good,E,SI1,63.2,61.0,5.61,5.49,3.51,2164
0.31,Very Good,F,VS2,61.4,58.4,4.37,4.4,2.69,667
0.3,Ideal,G,VS2,60.8,57.0,4.38,4.33,2.65,630
2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25,17294
0.42,Very Good,H,VVS1,62.2,56.0,4.78,4.81,2.98,1193
0.58,Premium,G,VS1,59.9,58.0,5.49,5.37,3.25,2071
0.7,Ideal,G,VS1,61.4,55.0,5.74,5.69,3.51,2573
0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,468
0.3,Premium,G,VVS1,61.8,59.0,4.28,4.33,2.66,789
0.7,Very Good,G,VS2,63.2,57.0,5.61,5.66,3.56,2353
1.01,Very Good,G,VS1,63.1,59.0,6.32,6.23,3.96,5294
0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,1586
1.04,Very Good,F,SI2,63.1,60.0,6.42,6.35,4.03,4508
0.57,Ideal,F,VS2,62.1,55.0,5.35,5.31,3.31,1760
0.8,Ideal,F,VS1,61.2,56.0,6.01,5.98,3.67,3793
0.34,Ideal,I,VS2,61.5,55.0,4.53,4.55,2.79,495
0.74,Premium,G,VS2,60.2,60.0,5.84,5.82,3.51,2621
1.51,Premium,F,SI1,63.0,61.0,7.3,7.27,4.59,11666
0.83,Ideal,D,SI1,61.9,56.0,6.01,6.04,3.73,4159
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,3002
0.4,Ideal,F,VVS2,,55.0,4.75,4.72,2.98,1039
1.1,Premium,D,VVS2,61.7,56.0,6.65,6.64,4.1,11233
0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,2636
1.68,Ideal,E,SI2,60.4,55.0,7.7,7.79,4.68,11781
0.38,Very Good,E,VVS2,61.8,56.0,4.66,4.68,2.88,1000
0.7,Very Good,H,SI1,63.0,55.0,5.59,5.64,3.54,2048
0.44,Ideal,G,VVS1,61.8,55.0,4.86,4.91,3.02,1235
1.26,Ideal,J,VVS1,61.4,60.0,6.92,6.95,4.26,6186
0.3,Very Good,E,VS2,62.6,62.0,4.21,4.25,2.65,614
0.32,Ideal,I,VS1,61.4,55.3,4.39,4.42,2.7,529
0.53,Ideal,H,IF,62.0,54.0,5.19,5.23,3.23,1920
0.62,Very Good,E,SI2,58.8,63.0,5.58,5.61,3.29,1624
0.36,Ideal,E,VS1,,54.0,4.59,4.63,2.83,835
1.04,Ideal,F,SI2,62.6,57.0,6.48,6.45,4.05,4630
0.34,Ideal,F,SI1,62.8,56.0,4.46,4.42,2.79,727
1.08,Premium,F,SI2,59.9,58.0,6.75,6.66,4.01,3931
0.52,Ideal,D,SI1,62.7,56.0,5.17,5.14,3.23,1720
0.7,Very Good,G,VS2,58.7,53.0,5.83,5.86,3.43,2563
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1949
1.16,Premium,I,SI2,62.1,58.0,6.78,6.71,4.19,4326
0.36,Premium,F,SI1,61.6,60.0,4.54,4.61,2.82,600
0.23,Very Good,E,VVS1,61.3,60.0,3.95,4.01,2.44,530
1.0,Very Good,F,SI1,61.4,62.0,6.32,6.36,3.89,4851
0.7,Premium,G,VS2,61.3,58.0,5.74,5.68,3.5,2596
0.73,Ideal,H,VS2,62.5,58.0,5.71,5.75,3.58,2752
1.1,Good,G,SI2,60.5,61.0,6.69,6.74,4.06,4457
0.43,Ideal,F,VVS1,62.0,57.0,4.81,4.84,2.99,1358
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1316
0.91,Ideal,G,SI1,62.0,56.0,6.19,6.22,3.85,4922
0.31,Premium,E,SI1,62.6,60.0,4.35,4.31,2.71,698
0.31,Premium,I,SI1,60.7,58.0,4.42,4.38,2.67,593
0.53,Ideal,F,VS1,62.1,57.0,5.21,5.16,3.22,1908
0.33,Very Good,E,SI1,63.0,54.0,4.38,4.42,2.77,579
2.21,Premium,H,SI2,61.3,60.0,8.35,8.33,5.11,14299
2.01,Premium,I,VS2,61.7,60.0,8.09,8.02,4.97,16700
0.96,Ideal,F,VS1,61.2,56.0,6.34,6.38,3.89,5767
0.32,Very Good,H,VS2,62.8,55.0,4.38,4.41,2.76,505
2.0,Very Good,H,SI2,,56.0,7.98,8.09,5.03,15446
0.71,Very Good,H,SI1,63.5,57.0,5.67,5.63,3.59,2207
1.01,Ideal,G,VS2,60.4,61.0,6.45,6.5,3.91,6132
0.52,Ideal,H,VS2,61.6,55.0,5.17,5.19,3.19,1374
0.9,Very Good,E,SI1,60.1,58.0,6.25,6.29,3.77,4034
0.63,Ideal,D,SI1,62.0,56.0,5.55,5.48,3.42,1992
0.61,Ideal,D,VVS1,62.1,56.0,5.43,5.46,3.38,4241
0.33,Premium,J,VS1,61.5,61.0,4.46,4.39,2.72,557
1.01,Premium,F,VS2,62.1,60.0,6.43,6.36,3.97,6097
0.31,Ideal,G,VS1,61.9,55.0,4.36,4.37,2.7,583
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1443
1.1,Premium,J,SI2,60.0,58.0,6.77,6.66,4.03,3216
0.51,Very Good,E,VS1,60.4,59.0,5.16,5.2,3.13,1697
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3377
1.08,Good,G,SI2,63.2,57.0,6.5,6.54,4.12,4241
0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,396
0.37,Very Good,E,VS1,62.8,55.0,4.61,4.63,2.9,818
0.39,Ideal,G,IF,62.1,53.7,4.67,4.71,2.91,1189
0.3,Ideal,G,SI1,62.2,55.0,4.27,4.32,2.67,422
1.66,Ideal,E,SI2,62.7,56.0,7.45,7.63,4.73,10754
0.9,Good,E,SI1,60.8,65.0,6.31,6.18,3.8,3625
1.34,Ideal,G,VS2,61.9,56.0,7.1,7.05,4.38,9401
0.23,Very Good,E,VVS2,61.8,59.0,3.92,3.95,2.43,465
0.44,Ideal,I,VS2,61.9,54.0,4.91,4.95,3.05,732
0.3,Ideal,G,VS2,62.3,56.0,4.3,4.27,2.67,675
1.17,Ideal,I,VS1,62.2,53.0,6.78,6.81,4.23,6013
0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,898
2.11,Premium,I,SI2,,56.0,8.23,8.13,5.1,13701
0.72,Premium,I,VS2,60.9,60.0,5.8,5.76,3.52,2333
1.27,Ideal,G,VVS1,61.7,56.0,6.9,7.03,4.3,10805
0.7,Premium,F,VS2,60.5,58.0,5.78,5.76,3.49,2648
1.54,Premium,G,SI1,61.8,59.0,7.37,7.32,4.54,11209
0.77,Ideal,H,SI1,62.2,56.0,5.83,5.88,3.64,2781
1.01,Very Good,H,SI2,60.6,61.0,6.38,6.45,3.89,3888
1.5,Premium,H,VS2,60.0,62.0,7.41,7.38,4.44,11322
0.32,Premium,D,SI1,62.2,60.0,4.37,4.34,2.71,706
0.35,Ideal,I,VS2,59.8,57.0,4.59,4.6,2.75,491
0.31,Ideal,G,VS1,60.8,57.0,4.39,4.42,2.68,645
0.36,Premium,E,VS2,60.3,59.0,4.64,4.58,2.78,1013
0.52,Premium,G,SI1,62.7,58.0,5.13,5.07,3.2,1249
0.31,Ideal,G,SI1,61.3,58.0,4.37,4.4,2.69,443
0.95,Very Good,D,SI2,60.1,61.0,6.35,6.37,3.82,4418
0.71,Good,E,SI2,57.5,58.0,5.91,5.89,3.39,1783
1.08,Premium,H,SI1,61.7,59.0,6.56,6.6,4.06,4740
0.38,Premium,D,SI1,58.9,61.0,4.79,4.75,2.81,941
0.32,Premium,G,SI2,61.6,59.0,4.38,4.35,2.69,540
0.32,Ideal,H,VS2,61.7,57.0,4.38,4.4,2.71,529
0.31,Ideal,H,VS1,61.7,57.0,4.32,4.34,2.67,544
0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,566
0.71,Ideal,G,VS2,59.5,57.0,5.81,5.8,3.46,2974
0.32,Good,G,VS2,56.7,64.0,4.52,4.55,2.57,603
1.01,Premium,G,VS2,62.9,58.0,6.39,6.3,3.99,6108
1.51,Very Good,I,VS1,63.0,59.0,7.28,7.3,4.59,9343
1.09,Very Good,G,VS2,59.9,56.0,6.59,6.73,3.99,5783
0.55,Good,J,VS1,63.8,61.0,5.09,5.12,3.26,969
2.26,Very Good,D,SI2,61.6,61.0,8.47,8.38,5.19,18028
0.52,Very Good,D,SI1,63.3,58.0,5.15,5.12,3.25,1605
0.33,Premium,E,VVS2,60.3,58.0,4.47,4.49,2.7,868
0.73,Ideal,G,VVS2,61.9,56.0,5.74,5.81,3.61,3183
1.51,Ideal,D,VS2,60.9,57.0,7.42,7.45,4.53,15776
1.5,Very Good,E,SI2,63.3,57.0,7.28,7.23,4.59,7728
1.5,Premium,F,VS2,,53.0,7.37,7.33,4.56,13506
0.71,Ideal,D,VS1,61.5,58.0,5.75,5.77,3.54,3582
1.55,Premium,I,VS1,58.2,60.0,7.69,7.59,4.45,10416
1.12,Ideal,I,SI1,62.0,56.0,6.69,6.64,4.13,4829
0.23,Very Good,F,VS1,60.9,57.0,3.96,3.99,2.42,357
0.71,Very Good,E,SI1,62.0,55.0,5.72,5.76,3.56,2420
0.31,Good,I,SI1,64.3,55.0,4.27,4.29,2.75,377
0.31,Very Good,E,VVS1,60.4,61.0,4.34,4.4,2.64,725
0.9,Very Good,F,VS2,63.2,59.0,6.08,6.04,3.83,4715
1.3,Ideal,F,VVS2,62.1,55.0,7.04,6.96,4.35,12745
0.24,Ideal,E,VVS1,60.9,56.0,4.01,4.04,2.45,752
2.2,Ideal,H,VS2,61.7,55.0,8.41,8.38,5.18,17460
0.5,Very Good,G,SI1,60.0,63.0,5.1,5.06,3.05,1286
1.24,Very Good,H,SI2,60.0,58.0,6.99,7.05,4.21,5858
0.91,Ideal,E,VVS1,61.7,56.0,6.18,6.23,3.83,9636
1.02,Very Good,F,SI1,62.5,57.0,6.35,6.41,3.99,4948
0.54,Very Good,D,SI1,62.1,56.0,5.22,5.25,3.25,1662
0.31,Very Good,G,VVS1,63.1,56.0,4.35,4.33,2.74,1046
1.61,Very Good,G,SI2,63.4,55.0,7.47,7.35,4.7,6915
1.0,Very Good,E,VVS2,61.6,60.0,6.41,6.45,3.96,9139
1.65,Very Good,J,SI1,61.7,56.0,7.61,7.66,4.71,7903
1.13,Premium,D,SI2,60.9,59.0,6.65,6.72,4.07,5133
0.9,Fair,G,VS2,65.8,61.0,5.99,5.96,3.93,4309
1.23,Ideal,G,VS1,61.8,58.0,6.85,6.9,4.25,9116
0.68,Premium,G,VS1,58.6,59.0,5.8,5.77,3.39,2326
0.47,Ideal,G,IF,62.1,54.0,4.99,5.02,3.11,1814
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,4641
2.07,Premium,E,SI2,61.4,58.0,8.24,8.19,5.04,13786
0.42,Premium,F,SI1,60.8,58.0,4.87,4.83,2.95,992
0.54,Premium,E,VS2,59.2,58.0,5.32,5.35,3.16,1754
0.4,Good,D,VS1,60.5,63.0,4.75,4.77,2.88,954
1.01,Very Good,I,VS1,59.7,58.0,6.53,6.57,3.91,4858
1.21,Premium,F,VS1,60.1,58.0,6.98,6.89,4.17,9448
1.1,Very Good,E,SI1,61.3,58.0,6.64,6.71,4.09,4791
0.75,Ideal,D,SI1,61.1,56.0,5.85,5.9,3.59,3712
1.31,Premium,J,SI1,59.4,60.0,7.12,7.06,4.21,5546
1.54,Premium,H,VS2,61.8,59.0,7.4,7.35,4.56,10897
0.72,Ideal,F,SI2,61.2,58.0,5.72,5.78,3.52,2300
0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52,2822
0.33,Ideal,D,VVS2,61.1,56.0,4.46,4.44,2.72,1021
1.2,Very Good,H,VS1,62.0,57.0,6.77,6.81,4.21,6177
1.01,Very Good,J,SI2,,59.0,6.34,6.38,3.94,3592
1.12,Very Good,D,SI1,62.2,59.0,6.65,6.67,4.14,5966
1.51,Very Good,G,SI1,63.4,58.0,7.19,7.3,4.59,9664
1.16,Premium,F,SI2,61.9,59.0,6.71,6.66,4.14,4476
1.6,Ideal,F,VS2,60.2,55.5,7.6,7.66,4.59,16240
0.31,Ideal,F,IF,61.2,56.0,4.37,4.39,2.68,914
0.31,Ideal,F,IF,62.0,54.0,4.38,4.4,2.72,914
0.84,Very Good,F,SI2,62.8,57.0,5.99,6.04,3.78,2656
1.07,Premium,H,SI1,60.7,60.0,6.64,6.61,4.02,4764
4.01,Premium,J,I1,62.5,62.0,10.02,9.94,6.24,15223
1.26,Premium,F,SI1,62.3,58.0,6.89,6.84,4.28,6915
0.33,Premium,H,VS1,61.9,58.0,4.43,4.45,2.75,579
1.36,Premium,I,SI2,62.7,58.0,7.08,7.01,4.42,5963
0.92,Premium,H,SI1,59.0,59.0,6.36,6.31,3.74,3709
0.62,Very Good,G,VS1,60.1,58.0,5.52,5.54,3.32,2161
0.9,Good,F,VS2,64.3,57.0,6.07,6.09,3.91,4617
1.27,Premium,J,SI1,61.8,58.0,6.97,6.91,4.29,5121
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7466
0.86,Good,D,VVS1,64.3,53.0,6.02,6.12,3.89,5029
0.41,Very Good,D,SI1,63.1,57.0,4.73,4.68,2.97,920
1.13,Very Good,E,SI1,62.7,57.0,6.62,6.65,4.16,4922
0.31,Premium,J,SI1,59.4,62.0,4.43,4.39,2.62,453
0.34,Ideal,H,SI1,61.5,55.0,4.53,4.55,2.79,647
0.33,Very Good,G,VVS2,63.0,56.0,4.42,4.47,2.8,672
1.06,Premium,I,SI2,61.5,58.0,6.59,6.55,4.04,3847
0.7,Ideal,H,SI1,61.7,57.0,5.7,5.68,3.51,2375
1.31,Premium,H,SI2,61.4,60.0,7.04,7.0,4.31,6236
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,3473
1.11,Ideal,D,VS1,61.9,54.0,6.63,6.68,4.12,9870
1.04,Ideal,G,VVS1,62.2,55.0,6.51,6.48,4.04,8794
0.41,Ideal,D,VVS2,62.3,55.0,4.77,4.76,2.97,1356
0.41,Premium,G,SI1,62.7,58.0,4.74,4.7,2.96,923
0.55,Ideal,G,VS2,60.1,55.0,5.33,5.37,3.22,1634
1.01,Premium,F,VS2,62.1,60.0,6.36,6.43,3.97,5988
0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,758
0.56,Ideal,I,SI1,61.8,54.0,5.28,5.31,3.27,1212
0.31,Good,H,VVS2,63.6,56.0,4.28,4.33,2.74,625
0.3,Premium,E,VS2,61.7,60.0,4.31,4.28,2.65,731
0.26,Premium,F,VS1,59.5,58.0,4.22,4.18,2.5,580
0.32,Ideal,D,SI2,62.8,57.0,4.38,4.35,2.74,612
1.73,Premium,H,SI1,61.8,57.0,7.77,7.64,4.76,12931
1.05,Ideal,H,SI1,61.1,56.0,6.52,6.58,4.0,5200
2.11,Ideal,H,SI2,60.0,56.0,8.43,8.35,5.03,12226
0.39,Very Good,F,VVS2,58.2,62.0,4.77,4.82,2.79,1117
0.7,Fair,H,SI1,,59.0,5.54,5.5,3.59,1803
0.33,Premium,I,VVS2,61.5,58.0,4.45,4.43,2.73,743
0.46,Good,D,VS2,63.2,56.0,4.89,4.92,3.1,1205
1.22,Premium,F,VS2,63.0,60.0,6.85,6.74,4.28,7154
1.23,Ideal,H,SI1,62.3,57.0,6.85,6.89,4.28,5938
1.58,Ideal,H,VS2,61.4,56.0,7.5,7.56,4.62,12334
1.19,Ideal,F,VVS2,60.8,57.0,6.85,6.83,4.16,10748
0.33,Ideal,D,VS2,,55.0,4.47,4.5,2.73,781
0.52,Good,F,VS2,63.6,56.0,5.12,5.07,3.24,1605
1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,15740
1.02,Very Good,F,VS2,63.2,57.0,6.34,6.41,4.03,6659
0.46,Premium,E,VS2,61.5,60.0,4.95,4.91,3.03,1173
0.23,Very Good,H,VVS2,59.2,61.0,4.0,4.04,2.38,389
0.33,Ideal,E,VS2,60.6,55.0,4.48,4.5,2.72,723
0.9,Ideal,F,SI2,61.5,56.0,6.24,6.18,3.82,4198
1.05,Ideal,H,SI1,61.3,57.0,6.51,6.54,4.0,6255
1.23,Premium,I,VS1,61.6,58.0,6.9,6.84,4.23,5632
2.01,Good,F,SI2,64.0,58.0,7.94,7.83,5.05,17313
0.5,Fair,E,SI1,66.5,58.0,4.87,4.9,3.25,1098
1.03,Premium,H,SI1,60.7,60.0,6.61,6.53,3.99,4384
0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1041
0.8,Premium,F,VS2,61.6,58.0,5.98,6.03,3.7,3429
1.0,Good,D,SI2,64.5,59.0,6.25,6.31,4.05,4541
0.23,Very Good,E,VVS1,61.1,60.0,3.95,4.01,2.43,530
0.4,Very Good,E,SI1,62.8,59.0,4.64,4.69,2.93,737
0.31,Ideal,F,SI1,61.2,55.0,4.37,4.4,2.68,568
0.7,Ideal,E,SI2,61.2,55.0,5.76,5.68,3.5,2239
0.81,Ideal,G,VS1,62.3,57.0,5.99,5.95,3.72,3544
1.0,Premium,J,SI1,60.8,58.0,6.44,6.39,3.9,3780
0.34,Ideal,G,VS2,61.9,55.0,4.53,4.49,2.79,765
0.96,Fair,F,SI2,66.3,62.0,6.27,5.95,4.07,2759
0.3,Ideal,F,VVS1,62.4,56.0,4.28,4.31,2.68,868
0.3,Premium,F,VS2,61.8,60.0,4.27,4.3,2.65,524
1.02,Ideal,F,SI1,62.3,56.0,6.41,6.44,4.0,5773
0.67,Good,F,VS1,59.8,60.3,5.62,5.69,3.38,2479
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,872
0.81,Very Good,H,VS1,62.2,57.0,5.91,5.94,3.69,3314
0.51,Ideal,E,VS2,61.9,57.0,5.12,5.09,3.16,1662
1.01,Good,F,SI2,56.9,60.0,6.68,6.64,3.79,4077
0.91,Very Good,E,VS1,62.8,60.0,6.08,6.11,3.83,5057
1.22,Ideal,I,VS2,60.4,57.0,6.91,6.99,4.2,7430
1.51,Very Good,F,VS2,62.5,58.0,7.21,7.36,4.55,14165
0.55,Premium,D,SI1,61.0,58.0,5.29,5.27,3.22,1819
0.8,Ideal,I,IF,62.4,58.0,5.9,5.96,3.7,3357
1.01,Premium,F,VS2,60.8,57.0,6.52,6.47,3.95,6702
1.42,Premium,H,SI2,61.6,58.0,7.22,7.17,4.43,7316
1.03,Very Good,H,SI1,58.6,61.0,6.6,6.64,3.88,4326
0.73,Very Good,G,VS1,62.0,57.0,5.75,5.8,3.58,2825
0.41,Ideal,G,IF,61.7,56.0,4.78,4.81,2.96,1259
0.7,Premium,D,SI2,59.3,59.0,5.79,5.74,3.42,2562
1.06,Ideal,G,VS2,61.9,55.0,6.54,6.57,4.06,6728
0.97,Very Good,I,SI2,63.4,58.0,6.34,6.2,3.98,2567
1.24,Ideal,H,SI2,62.0,56.0,6.87,6.9,4.27,5797
0.24,Very Good,E,SI1,59.9,58.0,4.06,4.1,2.44,571
1.55,Very Good,G,VS2,63.1,57.0,7.36,7.31,4.63,11703
1.01,Premium,G,VS2,60.2,59.0,6.55,6.48,3.92,5864
0.4,Very Good,F,SI1,62.3,57.0,4.67,4.74,2.93,737
0.5,Very Good,E,VS2,62.9,59.0,5.06,5.09,3.19,1624
0.34,Ideal,H,IF,61.7,56.0,4.5,4.51,2.78,863
1.71,Very Good,I,SI1,62.4,59.0,7.63,7.6,4.75,10681
1.01,Very Good,D,VVS1,62.8,57.0,6.36,6.41,4.01,13312
0.51,Very Good,J,VS2,61.6,58.0,5.09,5.14,3.15,1008
2.04,Premium,E,SI2,58.3,58.0,8.35,8.31,4.86,17379
1.22,Premium,G,VVS2,62.0,58.0,6.9,6.85,4.26,10111
0.38,Very Good,J,SI1,63.2,59.0,4.59,4.62,2.91,538
0.3,Premium,H,VVS1,62.5,59.0,4.29,4.26,2.67,878
0.9,Very Good,D,SI2,63.0,58.0,6.12,6.16,3.87,3534
0.55,Very Good,F,VS1,61.2,56.4,5.28,5.33,3.25,1975
0.3,Ideal,D,VVS2,61.5,55.0,4.34,4.38,2.68,1041
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,889
0.46,Ideal,J,VS2,61.4,56.0,4.96,5.0,3.06,746
1.04,Ideal,E,SI2,61.6,55.0,6.51,6.54,4.02,5163
0.3,Very Good,H,VVS2,63.1,60.0,4.28,4.24,2.69,776
0.72,Premium,F,VVS2,61.1,58.0,5.78,5.84,3.55,3250
0.83,Very Good,F,SI1,,58.0,5.97,6.01,3.71,3322
0.5,Good,D,SI2,58.5,64.0,5.2,5.12,3.02,958
0.36,Ideal,H,IF,60.6,56.0,4.64,4.66,2.82,980
0.4,Ideal,E,VVS1,61.7,55.0,4.74,4.76,2.93,1778
0.41,Very Good,D,VS1,63.4,56.0,4.7,4.76,3.0,991
1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,10933
0.32,Very Good,F,VVS1,61.6,56.0,4.37,4.41,2.7,886
1.02,Very Good,G,VS2,,60.0,6.53,6.49,3.94,6906
0.9,Good,I,VVS1,63.6,58.0,6.14,6.1,3.89,4114
0.9,Premium,F,VS1,59.0,58.0,6.33,6.29,3.72,4687
1.3,Premium,G,VS2,62.5,58.0,6.97,6.93,4.36,9120
0.38,Ideal,E,VS1,61.4,56.0,4.66,4.69,2.87,920
0.29,Ideal,E,VVS1,62.7,55.0,4.22,4.2,2.64,858
0.91,Very Good,J,SI2,62.0,56.0,6.18,6.23,3.85,3181
1.0,Premium,H,VS2,58.4,60.0,6.36,6.3,3.7,4514
1.04,Ideal,I,SI1,59.7,56.0,6.6,6.54,3.92,3669
1.19,Very Good,H,VS2,60.5,59.0,6.97,7.0,4.17,6781
0.51,Premium,F,VS1,61.4,58.0,5.18,5.15,3.17,1836
0.41,Very Good,E,SI1,60.4,58.0,4.75,4.79,2.88,725
0.32,Premium,H,SI1,62.0,58.0,4.38,4.39,2.72,461
1.07,Premium,F,SI2,62.4,57.0,6.58,6.53,4.09,4573
1.17,Good,J,SI1,63.9,55.0,6.66,6.73,4.28,4054
0.44,Ideal,D,VVS1,61.0,57.0,4.91,4.93,3.0,2290
