carat,cut,color,clarity,depth,table,x,y,z,price
0.31,Very Good,D,SI2,62.8,53.0,4.35,4.37,2.74,462
0.72,Ideal,E,VS2,60.6,57.0,5.85,5.83,3.54,3145
0.26,Very Good,E,VS2,62.8,58.0,4.0,4.06,2.53,601
0.37,Ideal,E,VS1,61.3,55.0,4.68,4.65,2.86,999
0.52,Very Good,E,SI2,62.9,56.0,5.12,5.15,3.23,1120
0.25,Premium,E,VS2,59.7,61.0,4.1,4.08,2.44,525
1.79,Ideal,J,VS2,61.8,56.0,7.74,7.85,4.82,10658
0.4,Ideal,I,VVS2,61.9,56.4,4.72,4.74,2.93,728
2.0,Very Good,I,VS2,,62.0,8.17,8.2,4.8,15923
0.73,Premium,G,VS2,60.3,57.0,5.88,5.82,3.53,2581
1.14,Premium,G,SI2,61.1,59.0,6.77,6.72,4.12,4688
1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,4784
0.9,Good,D,SI2,64.0,59.0,6.04,6.09,3.88,4078
0.43,Ideal,G,VVS1,61.4,55.0,4.86,4.91,3.0,1207
0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,2361
0.72,Premium,F,VS1,62.4,58.0,5.83,5.7,3.6,2802
0.54,Ideal,F,VVS2,,56.0,5.27,5.3,3.21,2582
1.0,Very Good,G,SI1,58.6,63.0,6.56,6.58,3.85,4218
0.54,Very Good,F,VS2,63.0,56.8,5.18,5.22,3.28,1745
0.41,Ideal,G,IF,61.5,57.0,4.78,4.82,2.95,1269
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2854
0.6,Ideal,F,VVS2,60.8,57.0,5.44,5.49,3.32,2856
0.7,Ideal,F,SI1,62.3,57.0,5.68,5.64,3.53,2596
0.52,Ideal,D,VS2,62.6,55.0,5.12,5.14,3.21,1822
0.62,Premium,H,VVS1,61.9,58.0,5.49,5.46,3.39,2232
0.76,Ideal,E,SI1,,57.0,5.84,5.89,3.62,2949
1.01,Ideal,F,VS1,62.0,57.0,6.45,6.39,3.98,7602
0.6,Premium,E,SI1,59.4,60.0,5.57,5.51,3.29,1771
1.54,Premium,G,SI2,61.6,58.0,7.45,7.3,4.57,7287
1.5,Fair,H,VS1,61.7,60.0,7.37,7.27,4.52,11007
0.72,Ideal,G,VS2,61.7,56.0,5.74,5.78,3.55,3012
0.31,Ideal,H,VVS2,62.3,54.0,4.36,4.38,2.72,630
0.3,Ideal,F,SI1,61.9,56.0,4.3,4.32,2.67,475
1.04,Very Good,D,SI1,58.9,58.0,6.66,6.69,3.93,6138
0.37,Premium,D,SI1,62.7,58.0,4.58,4.55,2.86,874
1.0,Premium,E,SI2,61.7,58.0,6.34,6.39,3.93,4620
0.7,Very Good,G,VS1,61.4,55.0,5.7,5.74,3.51,2748
0.32,Very Good,F,VVS2,61.8,60.0,4.36,4.41,2.71,786
0.53,Ideal,G,VS1,61.5,57.0,5.21,5.23,3.21,1791
1.01,Premium,D,SI1,61.6,62.0,6.44,6.38,3.95,5701
1.23,Very Good,F,VVS2,62.4,58.0,6.74,6.89,4.26,10835
0.3,Ideal,F,VS2,62.1,57.0,4.27,4.3,2.66,568
0.53,Ideal,D,SI1,62.2,56.0,5.19,5.23,3.24,1631
0.38,Premium,I,SI2,,59.0,4.69,4.71,2.82,500
1.03,Ideal,D,SI1,61.0,57.0,6.48,6.53,3.97,5804
0.32,Ideal,G,VVS1,62.4,56.0,4.36,4.39,2.73,842
0.71,Premium,F,SI1,62.7,57.0,5.68,5.65,3.55,2633
1.7,Very Good,I,VS1,59.8,59.0,7.7,7.79,4.63,12622
0.32,Very Good,E,SI1,61.6,56.0,4.39,4.41,2.71,561
1.0,Fair,J,SI2,56.3,64.0,6.58,6.54,3.69,3199
1.51,Ideal,G,VS1,61.9,57.0,7.37,7.34,4.55,14674
1.2,Good,G,VS2,57.8,59.0,7.06,7.0,4.06,8032
0.7,Fair,D,SI1,66.2,57.0,5.56,5.41,3.63,2550
0.39,Premium,G,VS2,59.8,61.0,4.75,4.72,2.83,942
1.4,Premium,H,SI1,62.1,60.0,7.21,7.12,4.45,8133
1.05,Ideal,H,SI2,61.2,57.0,6.59,6.54,4.02,4410
1.01,Premium,F,SI1,58.9,60.0,6.57,6.5,3.85,5713
0.7,Good,F,VVS2,63.1,57.0,5.59,5.66,3.55,2940
1.0,Very Good,I,SI1,63.3,54.0,6.39,6.34,4.03,3640
1.83,Premium,I,SI1,62.9,55.0,7.9,7.78,4.93,11883
0.71,Premium,E,SI1,60.5,55.0,5.79,5.74,3.49,2756
0.92,Very Good,E,SI2,63.2,54.0,6.29,6.25,3.96,3679
1.55,Ideal,G,SI1,61.7,57.0,7.4,7.44,4.58,12951
1.28,Premium,J,SI2,62.3,58.0,6.94,6.89,4.31,4636
0.51,Premium,F,SI1,59.4,60.0,5.19,5.21,3.09,1308
1.58,Premium,E,VS2,60.1,60.0,7.53,7.54,4.53,14453
1.08,Ideal,H,VS2,62.1,56.0,6.59,6.56,4.08,5839
0.55,Ideal,E,VS2,61.4,56.0,5.26,5.32,3.25,1667
0.53,Ideal,F,VS1,62.0,55.0,5.15,5.2,3.21,1812
1.03,Fair,G,SI2,65.7,58.0,6.32,6.26,4.13,3530
0.27,Very Good,E,VS2,58.6,57.0,4.3,4.33,2.53,449
1.01,Ideal,G,VS2,61.9,56.0,6.4,6.44,3.97,7179
1.7,Very Good,I,VS1,61.9,57.0,7.67,7.64,4.74,12621
0.35,Ideal,D,VS1,60.8,57.0,4.61,4.57,2.79,952
0.74,Premium,E,SI2,62.2,57.0,5.79,5.77,3.59,2002
0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2297
0.52,Ideal,E,SI1,61.6,55.0,5.19,5.16,3.19,1577
0.31,Premium,H,VS2,59.7,61.0,4.42,4.39,2.63,628
0.9,Very Good,D,SI1,59.5,57.0,6.19,6.34,3.73,4419
0.52,Ideal,E,VS2,61.9,56.0,5.16,5.12,3.18,1815
1.08,Fair,E,SI1,53.8,63.0,6.99,6.81,3.71,4790
0.56,Very Good,E,VS2,61.8,56.0,5.28,5.31,3.27,1819
1.51,Premium,I,SI1,62.2,61.0,7.35,7.27,4.55,6756
0.72,Very Good,E,SI2,62.3,58.0,5.7,5.76,3.57,2252
0.31,Premium,H,IF,61.7,58.0,4.33,4.36,2.68,816
1.23,Ideal,G,VS2,62.4,57.0,6.83,6.88,4.28,8085
1.07,Ideal,G,VS2,62.2,57.0,6.55,6.53,4.07,6471
0.31,Very Good,G,VS2,63.2,58.0,4.3,4.28,2.71,651
0.41,Ideal,E,VVS1,60.7,57.0,4.85,4.8,2.93,1431
1.31,Very Good,G,SI2,63.4,58.0,6.91,6.8,4.35,4714
2.08,Premium,H,SI1,62.6,59.0,8.13,8.1,5.08,17778
0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48,2129
0.53,Ideal,F,VS1,,55.0,5.24,5.21,3.22,1740
0.42,Premium,F,SI1,60.0,59.0,4.85,4.88,2.92,773
1.07,Ideal,H,I1,62.1,55.0,6.55,6.59,4.08,3412
0.35,Premium,E,VS2,59.2,58.0,4.63,4.59,2.73,984
0.32,Ideal,G,VS1,62.8,54.0,4.41,4.38,2.76,828
0.9,Good,I,SI1,63.8,57.0,6.06,6.13,3.89,2823
0.4,Ideal,G,IF,61.9,56.0,4.7,4.76,2.93,1570
0.9,Ideal,E,SI2,62.7,54.0,6.13,6.21,3.87,4091
1.23,Very Good,G,SI2,63.4,58.0,6.8,6.77,4.3,5550
1.42,Very Good,I,VS1,,65.0,7.28,7.2,4.35,6894
1.01,Very Good,I,SI1,62.9,58.0,6.34,6.37,4.0,4166
1.06,Ideal,G,SI2,62.1,58.0,6.49,6.53,4.04,4987
0.74,Ideal,E,SI1,62.3,58.0,5.74,5.78,3.59,2872
1.0,Premium,F,VS2,62.2,59.0,6.37,6.29,3.94,6328
0.35,Ideal,E,VVS1,62.0,56.0,4.51,4.58,2.82,1044
1.21,Ideal,G,SI2,62.0,56.0,6.83,6.81,4.23,6017
0.43,Very Good,F,VS2,61.6,59.0,4.78,4.87,2.97,905
1.23,Premium,E,SI1,59.2,62.0,7.05,7.0,4.16,7274
0.73,Ideal,D,SI1,61.8,56.0,5.8,5.76,3.57,3189
2.05,Very Good,G,SI1,63.4,58.0,8.03,7.96,5.07,12515
0.59,Very Good,D,VVS2,60.6,59.0,5.44,5.49,3.31,2933
1.3,Very Good,I,VS2,62.7,57.0,6.88,6.9,4.32,6290
0.9,Very Good,I,SI2,61.5,57.0,6.16,6.19,3.8,3503
0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,1013
0.47,Good,E,VVS1,64.0,62.0,4.9,4.97,3.16,1690
0.61,Premium,H,VVS2,62.4,59.0,5.4,5.43,3.38,1827
0.43,Ideal,G,VS1,61.3,57.0,4.85,4.88,2.98,943
0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1210
0.27,Very Good,F,VVS2,61.3,57.0,4.14,4.18,2.54,682
1.01,Good,F,VS2,61.7,58.0,6.3,6.34,3.9,6288
0.73,Ideal,D,VS2,62.1,56.0,5.77,5.8,3.59,3182
1.57,Very Good,J,VS2,62.6,60.0,7.34,7.41,4.62,7813
0.7,Ideal,I,VS2,62.4,56.0,5.71,5.66,3.55,2056
1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411
1.21,Premium,F,SI2,59.0,60.0,6.99,6.94,4.11,6092
0.26,Ideal,H,VVS2,62.5,54.0,4.11,4.14,2.58,508
0.55,Ideal,F,VS2,61.4,57.0,5.29,5.25,3.24,1865
1.12,Very Good,H,SI2,60.9,60.0,6.71,6.76,4.1,4498
0.3,Ideal,G,VVS1,61.7,55.0,4.31,4.35,2.67,747
0.96,Premium,I,SI2,62.7,58.0,6.24,6.2,3.9,3229
1.26,Very Good,G,SI1,63.3,58.0,6.88,6.84,4.34,7910
0.53,Ideal,H,SI1,61.1,55.0,5.24,5.28,3.21,1245
0.52,Very Good,D,VS2,60.9,58.0,5.22,5.16,3.16,1555
1.12,Ideal,F,SI2,61.8,55.0,6.69,6.66,4.13,4140
0.25,Ideal,F,VS2,62.9,55.0,4.01,4.05,2.53,535
0.8,Very Good,G,SI1,62.1,56.0,6.01,5.85,3.68,3071
1.6,Ideal,I,SI1,62.4,56.0,7.52,7.48,4.68,9901
0.52,Ideal,G,VS2,61.2,56.0,5.16,5.2,3.17,1586
1.0,Premium,H,VVS2,61.4,59.0,6.49,6.45,3.97,5914
1.7,Very Good,J,VS1,63.6,58.0,7.52,7.54,4.79,9683
1.13,Very Good,E,SI1,62.7,57.0,6.62,6.65,4.16,4922
0.7,Premium,E,SI1,60.0,59.0,5.79,5.75,3.46,2777
1.01,Good,H,VS2,60.8,61.0,6.43,6.5,3.93,5229
0.52,Ideal,E,VS2,61.5,56.0,5.16,5.18,3.18,1760
1.27,Premium,H,VS2,60.7,58.0,7.04,6.97,4.25,7496
0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,777
1.0,Good,I,VS1,59.6,61.0,6.48,6.53,3.88,4624
1.21,Ideal,H,IF,61.0,57.0,6.79,6.89,4.17,7789
0.9,Premium,G,VS2,61.8,60.0,6.16,6.21,3.82,4386
0.54,Very Good,F,VS2,62.0,59.0,5.16,5.22,3.22,1889
0.51,Ideal,J,SI1,,58.0,5.11,5.13,3.2,1023
1.32,Ideal,H,VVS2,62.0,54.0,7.05,7.06,4.37,9571
0.32,Ideal,G,VS1,61.6,56.0,4.42,4.38,2.71,828
0.32,Good,E,SI1,63.1,54.0,4.37,4.41,2.77,524
0.51,Ideal,E,VS2,61.7,53.0,5.18,5.2,3.2,1590
1.77,Good,J,SI2,63.4,60.0,7.61,7.65,4.84,8109
0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4269
0.51,Premium,G,VVS1,62.4,58.0,5.13,5.09,3.19,2027
0.3,Ideal,E,VVS1,61.1,56.0,4.38,4.36,2.67,982
0.41,Ideal,G,VS1,61.9,57.0,4.81,4.76,2.96,961
0.27,Very Good,E,VVS2,63.8,54.0,4.06,4.09,2.6,621
0.72,Ideal,E,VVS2,62.0,56.0,5.74,5.77,3.57,3874
1.02,Premium,F,SI1,60.1,60.0,6.58,6.53,3.94,5686
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,788
1.09,Ideal,F,VS1,61.6,55.0,6.62,6.67,4.09,9786
1.09,Premium,F,VS1,61.3,60.0,6.67,6.61,4.07,7588
0.57,Ideal,E,VS1,60.8,54.8,5.36,5.4,3.27,2061
1.2,Ideal,I,VS2,63.2,59.0,6.73,6.68,4.24,5699
0.7,Ideal,H,SI1,61.5,55.0,5.73,5.79,3.54,2815
1.0,Fair,G,SI2,64.6,67.0,6.25,6.19,4.02,3142
0.41,Good,E,VVS1,60.4,61.0,4.76,4.81,2.89,1169
0.9,Ideal,E,SI1,62.0,56.0,6.18,6.2,3.84,5450
0.71,Premium,E,VVS1,61.8,56.0,5.71,5.68,3.52,3936
1.01,Ideal,D,VS2,60.6,57.0,6.54,6.46,3.94,7602
0.7,Premium,G,SI1,62.6,60.0,5.61,5.57,3.5,2415
1.52,Premium,I,VS2,59.0,59.0,7.53,7.46,4.42,9057
2.12,Premium,G,SI2,62.6,59.0,8.18,8.12,5.1,18164
1.04,Ideal,E,SI2,61.4,56.0,6.5,6.56,4.01,4804
0.31,Ideal,G,VVS1,61.9,55.0,4.38,4.41,2.72,789
1.07,Ideal,H,VS2,63.6,59.0,6.46,6.42,4.09,5698
0.3,Ideal,G,VS1,61.5,56.0,4.34,4.28,2.65,776
0.81,Ideal,I,SI2,61.7,59.0,5.92,6.0,3.68,2386
0.34,Ideal,D,SI1,61.2,57.0,4.51,4.48,2.75,803
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,446
0.52,Ideal,D,VS2,61.8,57.0,5.16,5.2,3.2,1822
1.0,Good,D,SI2,62.8,61.0,6.31,6.36,3.98,4520
0.3,Ideal,I,SI1,60.4,59.0,4.33,4.35,2.62,439
0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,1801
1.01,Ideal,J,VS2,61.3,57.0,6.47,6.54,3.99,4486
1.3,Ideal,F,VVS2,62.1,55.0,6.96,7.04,4.35,12629
1.53,Ideal,D,SI1,61.2,56.0,7.48,7.45,4.57,13714
2.0,Very Good,J,SI2,60.9,54.0,8.12,8.17,4.96,10907
1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4273
1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3676
0.91,Premium,D,SI2,62.0,62.0,6.25,6.16,3.85,3403
0.3,Premium,H,VS1,62.2,60.0,4.29,4.23,2.65,675
0.28,Very Good,E,VVS2,63.2,56.0,4.17,4.21,2.65,669
0.91,Very Good,D,SI1,63.0,59.0,6.11,6.15,3.86,4429
0.43,Good,D,SI2,63.4,57.0,4.78,4.81,3.04,669
0.35,Good,F,SI2,63.8,56.0,4.45,4.48,2.85,460
0.7,Fair,F,SI1,64.8,60.0,5.57,5.54,3.6,2167
0.34,Ideal,E,VVS1,62.2,56.0,4.44,4.46,2.77,1014
0.33,Ideal,F,VVS2,61.9,56.0,4.42,4.46,2.75,810
1.05,Ideal,H,VS2,62.6,56.0,6.45,6.5,4.05,6165
2.57,Premium,E,SI2,61.3,60.0,8.82,8.73,5.38,17116
0.79,Ideal,E,VS2,62.2,55.0,5.97,5.9,3.69,3861
0.41,Very Good,E,VVS1,62.9,59.0,4.72,4.76,2.98,1367
0.9,Very Good,D,SI1,62.8,59.0,6.12,6.18,3.86,4466
0.28,Ideal,E,VVS1,62.0,56.0,4.19,4.23,2.61,646
0.31,Ideal,G,IF,61.0,56.0,4.38,4.41,2.68,891
0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1637
0.33,Premium,E,VS2,61.0,60.0,4.42,4.47,2.71,723
0.41,Ideal,E,SI1,62.4,55.0,4.78,4.74,2.97,969
1.21,Very Good,G,VS2,59.5,58.0,6.96,7.03,4.16,7906
0.76,Premium,F,IF,60.6,60.0,5.89,5.85,3.56,4150
0.33,Ideal,D,VS2,61.5,56.0,4.47,4.5,2.76,940
0.41,Premium,G,VVS1,59.7,60.0,4.83,4.85,2.89,1074
0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3596
0.71,Very Good,G,VVS2,60.8,58.0,5.75,5.77,3.5,2977
0.8,Ideal,F,SI1,60.1,60.0,5.98,6.03,3.61,3293
1.13,Ideal,I,VS2,62.3,56.0,6.63,6.73,4.16,4940
1.01,Premium,F,SI2,61.7,60.0,6.42,6.36,3.94,4616
0.91,Very Good,I,VS2,61.0,57.0,6.2,6.26,3.8,3664
0.57,Fair,F,VVS2,65.2,56.2,5.19,5.23,3.4,1902
0.44,Ideal,G,IF,61.6,55.0,4.9,4.93,3.03,2506
0.53,Premium,E,SI1,61.9,56.0,5.22,5.19,3.22,1607
0.55,Ideal,D,VS2,61.5,56.0,5.28,5.25,3.24,2030
0.3,Ideal,G,VS2,61.4,54.0,4.36,4.31,2.66,675
0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,789
0.25,Ideal,G,VVS2,62.1,56.0,4.02,4.05,2.5,525
0.72,Ideal,F,SI1,61.5,56.0,5.72,5.79,3.54,2870
0.38,Ideal,E,SI1,61.4,57.0,4.64,4.67,2.86,653
0.51,Good,E,SI1,63.9,54.0,5.05,5.09,3.24,1343
1.11,Good,H,SI1,64.2,58.0,6.47,6.53,4.17,4523
0.53,Ideal,E,VS2,61.5,56.0,5.23,5.18,3.2,1801
1.24,Very Good,I,VS2,60.1,59.0,6.95,7.02,4.2,5783
0.36,Very Good,G,SI1,61.2,63.0,4.59,4.56,2.8,689
0.3,Ideal,G,VVS1,61.9,55.0,4.32,4.34,2.68,976
0.24,Ideal,I,VVS2,61.5,56.0,4.02,4.05,2.48,523
1.21,Very Good,F,VS2,63.5,58.0,6.76,6.73,4.28,7826
0.26,Very Good,F,SI1,61.4,56.0,4.13,4.16,2.54,401
1.52,Premium,J,VS1,62.5,58.0,7.37,7.34,4.6,9014
0.31,Ideal,E,VVS2,61.6,55.0,4.38,4.35,2.69,1046
0.31,Ideal,H,VVS1,62.2,54.0,4.36,4.39,2.72,707
0.36,Ideal,H,IF,61.9,57.0,4.6,4.55,2.83,1013
0.9,Good,H,VS1,64.0,59.0,6.05,6.01,3.86,3669
1.53,Very Good,E,VS1,60.7,60.0,7.38,7.52,4.52,14931
0.24,Very Good,F,VVS2,60.5,59.0,3.98,4.05,2.43,552
0.31,Ideal,G,VS2,62.1,54.0,4.34,4.36,2.7,511
0.55,Ideal,E,SI1,61.6,56.0,5.26,5.28,3.25,1621
0.63,Fair,H,SI2,64.7,61.0,5.33,5.27,3.43,1235
0.74,Premium,H,SI1,60.9,60.0,5.81,5.75,3.52,2201
0.32,Ideal,G,IF,61.9,55.0,4.38,4.44,2.73,918
0.54,Premium,F,SI1,63.0,57.0,5.23,5.18,3.28,1349
0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,828
0.28,Very Good,F,VVS2,62.6,55.0,4.18,4.2,2.62,707
2.14,Premium,J,SI2,61.5,59.0,8.25,8.3,5.11,13205
0.56,Ideal,E,VVS2,61.5,57.0,5.27,5.34,3.26,2429
0.3,Ideal,D,VS2,61.4,55.0,4.32,4.34,2.66,710
0.38,Very Good,E,VS2,61.2,56.0,4.67,4.71,2.87,740
0.41,Premium,G,VS2,61.4,59.0,4.79,4.75,2.93,1061
0.4,Ideal,J,VS2,62.6,57.0,4.68,4.71,2.94,599
0.78,Very Good,H,SI2,63.1,56.0,5.84,5.88,3.7,2348
1.33,Premium,G,SI2,61.3,59.0,7.06,6.93,4.29,4634
1.11,Very Good,H,SI1,61.9,58.0,6.63,6.65,4.11,5780
1.01,Ideal,I,VS1,62.9,56.0,6.43,6.38,4.03,4118
0.74,Premium,D,SI2,61.8,59.0,5.85,5.83,3.61,2291
1.33,Ideal,J,VS1,62.5,58.0,6.99,7.03,4.38,6449
0.51,Ideal,F,VVS2,62.4,57.0,5.12,5.08,3.18,2203
0.31,Premium,H,SI1,62.4,60.0,4.34,4.32,2.7,573
1.07,Ideal,G,SI1,61.9,55.0,6.57,6.62,4.08,5347
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1935
1.66,Ideal,H,IF,61.5,57.0,7.62,7.59,4.68,14859
0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,4281
1.52,Ideal,D,SI2,62.7,56.0,7.35,7.28,4.59,8631
0.71,Ideal,H,SI1,62.1,57.0,5.68,5.73,3.54,2313
0.82,Ideal,E,SI2,62.1,55.0,6.04,6.01,3.74,2668
2.44,Premium,I,SI2,61.4,56.0,8.74,8.7,5.35,13027
0.3,Ideal,H,VVS1,62.2,55.0,4.3,4.32,2.68,665
0.7,Good,D,SI2,63.6,62.0,5.61,5.55,3.55,2247
0.33,Ideal,D,VS1,60.9,57.0,4.5,4.47,2.73,957
1.51,Ideal,I,VS1,61.6,56.0,7.37,7.43,4.56,10576
2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,17221
0.52,Ideal,G,VS1,61.6,54.0,5.21,5.24,3.22,1721
1.01,Fair,F,VS2,64.5,58.0,6.28,6.18,4.02,5226
0.4,Ideal,G,IF,62.0,56.0,4.73,4.76,2.94,1229
1.0,Very Good,E,SI2,,54.0,6.33,6.37,4.0,4630
1.22,Premium,I,VS2,59.3,59.0,7.01,6.96,4.14,6156
0.88,Very Good,F,VVS2,62.0,59.0,6.09,6.13,3.79,5052
0.3,Ideal,F,VS2,62.0,54.0,4.31,4.34,2.68,605
0.72,Very Good,G,VS1,63.5,55.0,5.75,5.68,3.63,2422
0.51,Premium,G,VVS2,61.7,58.0,5.18,5.13,3.18,1974
1.24,Premium,D,VS2,59.3,58.0,7.09,7.03,4.19,9916
0.51,Ideal,E,VS2,60.9,56.0,5.2,5.15,3.15,1781
1.01,Good,E,VVS2,63.3,55.0,6.36,6.41,4.04,8976
0.33,Ideal,F,VVS1,62.5,54.0,4.43,4.46,2.78,880
0.8,Premium,F,VS2,61.6,58.0,5.98,6.03,3.7,3429
0.31,Ideal,F,VS1,61.1,57.0,4.34,4.36,2.66,729
1.51,Ideal,F,SI1,62.3,57.0,7.33,7.3,4.56,12459
1.51,Ideal,G,SI2,61.8,57.0,7.37,7.31,4.54,7103
0.71,Premium,D,VS2,62.5,60.0,5.65,5.61,3.52,2770
0.37,Good,I,VS2,64.0,56.0,4.58,4.45,2.89,473
0.7,Premium,F,SI1,61.2,59.0,5.7,5.64,3.47,2239
0.3,Ideal,E,VS1,60.8,57.0,4.33,4.36,2.64,710
1.52,Premium,I,SI2,59.8,62.0,7.47,7.41,4.45,8010
1.02,Premium,F,SI2,62.5,60.0,6.36,6.43,4.0,4459
0.33,Premium,E,VS2,60.6,60.0,4.48,4.43,2.7,928
2.06,Ideal,I,VS2,59.2,57.0,8.39,8.29,4.94,15691
1.5,Premium,D,VS1,62.8,58.0,7.29,7.26,4.57,16793
1.0,Good,E,SI1,58.2,61.0,6.53,6.57,3.81,5330
0.51,Premium,H,VS2,60.9,60.0,5.19,5.16,3.15,1202
2.05,Ideal,H,VS2,61.6,57.0,8.2,8.14,5.03,18659
0.43,Premium,E,SI1,62.4,56.0,4.83,4.79,3.0,1016
0.5,Very Good,F,SI1,62.7,61.0,5.01,5.07,3.16,1197
0.41,Premium,E,SI1,62.8,58.0,4.77,4.72,2.98,904
1.29,Premium,D,SI2,59.4,62.0,7.06,6.99,4.17,6935
0.38,Ideal,E,VS2,61.7,55.0,4.68,4.66,2.88,1112
0.57,Ideal,G,I1,,57.0,5.46,5.42,3.24,1019
0.3,Very Good,F,VVS1,61.6,59.0,4.29,4.33,2.66,832
1.11,Premium,G,SI1,60.1,60.0,6.73,6.68,4.03,5281
0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,680
0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,548
0.77,Premium,E,SI1,60.4,58.0,6.0,5.88,3.59,2975
1.39,Premium,E,SI2,62.7,58.0,7.11,6.99,4.42,7445
0.24,Very Good,E,VVS1,61.5,59.0,3.99,4.01,2.46,485
0.32,Ideal,E,VS1,61.6,57.0,4.39,4.35,2.69,972
0.31,Very Good,E,SI1,63.1,55.0,4.36,4.33,2.74,698
0.31,Ideal,D,VS2,62.7,57.0,4.3,4.34,2.71,734
0.35,Premium,H,VVS2,61.9,58.0,4.5,4.54,2.8,706
0.31,Ideal,D,VS2,62.5,56.0,4.31,4.36,2.71,734
0.3,Ideal,D,VS2,61.8,55.0,4.27,4.3,2.65,736
1.29,Premium,J,VS1,61.7,59.0,6.93,6.97,4.29,5463
0.72,Very Good,G,SI1,62.8,60.0,5.78,5.68,3.6,2396
0.4,Ideal,G,VS1,62.3,57.0,4.73,4.68,2.93,1050
0.27,Very Good,E,VVS2,60.5,60.0,4.19,4.2,2.54,544
0.4,Ideal,G,VVS1,61.2,56.0,4.74,4.8,2.92,1059
0.43,Ideal,I,VS2,62.0,55.0,4.84,4.87,3.01,716
2.02,Very Good,J,SI2,63.5,57.0,7.94,8.02,5.07,11475
0.56,Premium,F,I1,62.6,60.0,5.3,5.15,3.27,953
2.18,Good,H,SI2,60.4,64.0,8.47,8.38,5.09,16842
0.58,Premium,F,SI1,61.0,57.0,5.41,5.34,3.28,1634
1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,8779
0.57,Premium,F,VS1,61.3,54.0,5.41,5.35,3.3,1815
0.41,Good,H,VVS1,62.6,62.0,4.7,4.76,2.96,892
0.4,Very Good,F,VS2,62.9,57.0,4.69,4.72,2.96,842
0.71,Very Good,E,VVS1,63.0,57.0,5.66,5.7,3.58,3808
0.94,Ideal,D,SI2,62.1,56.0,6.21,6.25,3.87,4182
0.33,Premium,I,VS2,61.1,59.0,4.4,4.44,2.7,463
0.32,Ideal,G,VS1,62.0,56.0,4.37,4.41,2.72,645
0.41,Ideal,F,VS1,61.8,56.0,4.75,4.79,2.95,1007
0.9,Very Good,G,SI2,61.2,57.0,6.19,6.23,3.8,3391
0.31,Good,E,VVS1,60.9,61.0,4.32,4.35,2.64,725
0.9,Good,F,SI1,64.0,59.0,5.97,5.99,3.83,3696
1.79,Good,G,SI2,57.8,59.0,8.07,7.94,4.63,9122
1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,6974
1.0,Very Good,G,VS2,63.3,58.0,6.39,6.27,4.01,6048
0.42,Premium,E,VS2,61.0,59.0,4.82,4.85,2.95,958
1.5,Good,I,VS2,63.3,62.0,7.08,7.19,4.52,8555
1.11,Premium,H,SI1,62.5,58.0,6.64,6.61,4.14,5433
0.32,Ideal,G,SI1,61.4,56.0,4.44,4.42,2.72,653
0.4,Ideal,E,VVS2,61.7,57.0,4.73,4.77,2.93,988
1.02,Very Good,G,IF,62.3,59.0,6.36,6.45,3.99,8624
0.31,Premium,E,VS1,61.7,58.0,4.36,4.3,2.67,942
0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,921
0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,776
0.51,Very Good,G,VS1,61.1,56.0,5.17,5.2,3.17,1668
1.65,Premium,G,SI2,62.2,58.0,7.62,7.55,4.72,9970
0.31,Good,E,VS2,63.4,55.0,4.32,4.35,2.75,544
0.31,Ideal,H,VS2,62.2,55.0,4.36,4.39,2.72,489
0.9,Premium,E,VS2,63.0,58.0,6.16,6.13,3.87,4625
1.02,Very Good,F,VS2,62.8,57.0,6.36,6.41,4.01,6911
0.5,Very Good,D,VS2,60.8,56.0,5.14,5.16,3.13,1758
